h,demand,cf_wind,cf_solar,cf_gas
h7724,16164.6,0.248,0.0,1.0
h7725,16910.8,0.272,0.0,1.0
h7726,14051.0,0.258,0.052,1.0
h7727,13942.6,0.157,0.0,1.0
h7728,13652.2,0.148,0.027,1.0
h7729,15421.3,0.241,0.015,1.0
h7730,15630.8,0.254,0.008,1.0
h7731,17280.4,0.248,0.001,1.0
h7732,16930.3,0.301,0.037,1.0
h7733,17198.8,0.23,0.0,1.0
h7734,18357.7,0.293,0.052,1.0
h7735,19278.9,0.236,0.0,1.0
h7736,18617.4,0.394,0.209,1.0
h7737,22785.8,0.254,0.316,1.0
h7738,21547.2,0.435,0.498,1.0
h7739,21632.9,0.276,0.624,1.0
h7740,22091.0,0.231,0.679,1.0
h7741,22095.1,0.176,0.713,1.0
h7742,21147.0,0.133,0.653,1.0
h7743,20310.9,0.169,0.593,1.0
h7744,20710.1,0.178,0.523,1.0
h7745,19855.0,0.28,0.361,1.0
h7746,18165.4,0.206,0.166,1.0
h7747,19219.5,0.264,0.04,1.0
h7748,17646.6,0.351,0.0,1.0
h7749,17428.8,0.242,0.0,1.0
h7750,17538.3,0.415,0.0,1.0
h7751,16200.2,0.155,0.018,1.0
h7752,16391.5,0.237,0.001,1.0
h7753,16944.0,0.206,0.0,1.0
h7754,16068.5,0.324,0.0,1.0
h7755,17216.7,0.07,0.026,1.0
h7756,17938.1,0.134,0.0,1.0
h7757,17832.8,0.241,0.003,1.0
h7758,21257.7,0.374,0.0,1.0
h7759,19076.6,0.268,0.0,1.0
h7760,19902.9,0.141,0.232,1.0
h7761,22623.1,0.154,0.309,1.0
h7762,22622.4,0.384,0.48,1.0
h7763,21529.4,0.2,0.672,1.0
h7764,22933.7,0.174,0.719,1.0
h7765,23513.4,0.368,0.715,1.0
h7766,22008.1,0.331,0.738,1.0
h7767,23628.2,0.352,0.642,1.0
h7768,19543.8,0.174,0.52,1.0
h7769,20752.3,0.128,0.37,1.0
h7770,20354.7,0.261,0.202,1.0
h7771,19362.1,0.277,0.015,1.0
h7772,17768.9,0.28,0.066,1.0
h7773,17088.1,0.369,0.0,1.0
h7774,17210.0,0.112,0.0,1.0
h7775,17219.0,0.32,0.0,1.0
h7776,16956.8,0.163,0.0,1.0
h7777,17417.7,0.319,0.056,1.0
h7778,16075.3,0.213,0.03,1.0
h7779,17185.3,0.186,0.0,1.0
h7780,17231.4,0.202,0.001,1.0
h7781,18386.0,0.136,0.0,1.0
h7782,20264.4,0.255,0.0,1.0
h7783,20288.8,0.19,0.004,1.0
h7784,22978.2,0.314,0.174,1.0
h7785,21629.1,0.303,0.334,1.0
h7786,21953.8,0.387,0.531,1.0
h7787,22241.2,0.281,0.63,1.0
h7788,21695.7,0.294,0.659,1.0
h7789,22003.3,0.364,0.669,1.0
h7790,22597.7,0.202,0.69,1.0
h7791,21256.6,0.133,0.586,1.0
h7792,19858.3,0.268,0.462,1.0
h7793,18981.6,0.138,0.4,1.0
h7794,18540.8,0.449,0.187,1.0
h7795,18143.3,0.369,0.0,1.0
h7796,18279.0,0.426,0.0,1.0
h7797,15597.2,0.258,0.0,1.0
h7798,15906.3,0.297,0.012,1.0
h7799,15948.6,0.216,0.0,1.0
h7800,14234.9,0.323,0.0,1.0
h7801,15107.2,0.156,0.0,1.0
h7802,15497.4,0.05,0.0,1.0
h7803,15845.4,0.19,0.0,1.0
h7804,17216.5,0.137,0.0,1.0
h7805,17612.3,0.371,0.0,1.0
h7806,18021.4,0.399,0.002,1.0
h7807,19527.1,0.141,0.0,1.0
h7808,21223.9,0.357,0.198,1.0
h7809,21710.3,0.33,0.397,1.0
h7810,19265.7,0.128,0.539,1.0
h7811,21490.6,0.223,0.667,1.0
h7812,20912.7,0.207,0.687,1.0
h7813,21000.9,0.314,0.723,1.0
h7814,20183.8,0.156,0.733,1.0
h7815,20047.8,0.246,0.66,1.0
h7816,19385.6,0.199,0.502,1.0
h7817,18014.7,0.292,0.388,1.0
h7818,16926.6,0.237,0.163,1.0
h7819,16456.3,0.212,0.014,1.0
h7820,16232.6,0.237,0.0,1.0
h7821,15861.7,0.417,0.0,1.0
h7822,15551.3,0.221,0.0,1.0
h7823,14139.8,0.171,0.065,1.0
h7824,14628.2,0.301,0.006,1.0
h7825,15242.4,0.243,0.069,1.0
h7826,15673.1,0.142,0.0,1.0
h7827,15137.1,0.434,0.023,1.0
h7828,15592.8,0.227,0.0,1.0
h7829,16606.5,0.225,0.0,1.0
h7830,16266.9,0.268,0.019,1.0
h7831,17760.9,0.394,0.025,1.0
h7832,19183.8,0.121,0.168,1.0
h7833,19668.7,0.278,0.403,1.0
h7834,19359.0,0.423,0.51,1.0
h7835,19991.4,0.266,0.639,1.0
h7836,19202.3,0.157,0.706,1.0
h7837,20266.8,0.206,0.71,1.0
h7838,19289.3,0.273,0.766,1.0
h7839,18605.7,0.363,0.646,1.0
h7840,17873.0,0.229,0.559,1.0
h7841,17352.1,0.322,0.404,1.0
h7842,16238.1,0.141,0.164,1.0
h7843,16324.1,0.141,0.036,1.0
h7844,14742.4,0.218,0.015,1.0
h7845,15702.7,0.372,0.0,1.0
h7846,15120.4,0.262,0.013,1.0
h7847,12936.6,0.28,0.0,1.0
h7848,13607.9,0.279,0.048,1.0
h7849,13140.3,0.346,0.024,1.0
h7850,13706.3,0.208,0.0,1.0
h7851,16052.8,0.312,0.038,1.0
h7852,14830.9,0.191,0.0,1.0
h7853,16091.0,0.416,0.0,1.0
h7854,17011.5,0.193,0.0,1.0
h7855,16550.5,0.187,0.067,1.0
h7856,17383.5,0.301,0.162,1.0
h7857,17714.7,0.264,0.324,1.0
h7858,18436.6,0.284,0.487,1.0
h7859,17153.6,0.276,0.677,1.0
h7860,19960.8,0.171,0.707,1.0
h7861,21057.7,0.387,0.746,1.0
h7862,19227.9,0.329,0.748,1.0
h7863,17499.5,0.367,0.646,1.0
h7864,17502.4,0.216,0.538,1.0
h7865,16938.0,0.292,0.392,1.0
h7866,15733.7,0.274,0.182,1.0
h7867,16485.7,0.349,0.0,1.0
h7868,15755.5,0.351,0.007,1.0
h7869,13601.2,0.274,0.026,1.0
h7870,14674.1,0.137,0.0,1.0
h7871,15065.2,0.401,0.0,1.0
h7872,15316.1,0.303,0.02,1.0
h7873,16242.6,0.21,0.028,1.0
h7874,13583.0,0.292,0.006,1.0
h7875,17093.9,0.138,0.008,1.0
h7876,15223.5,0.344,0.0,1.0
h7877,15804.4,0.142,0.015,1.0
h7878,17360.7,0.242,0.026,1.0
h7879,17450.1,0.279,0.002,1.0
h7880,18995.1,0.343,0.27,1.0
h7881,18274.3,0.268,0.331,1.0
h7882,19646.9,0.311,0.54,1.0
h7883,21195.3,0.258,0.62,1.0
h7884,20252.4,0.257,0.757,1.0
h7885,20339.2,0.267,0.71,1.0
h7886,20338.9,0.245,0.691,1.0
h7887,20454.4,0.125,0.637,1.0
h7888,17612.8,0.199,0.544,1.0
h7889,18726.9,0.28,0.361,1.0
h7890,17319.8,0.24,0.179,1.0
h7891,16948.5,0.248,0.0,1.0
h7892,17002.5,0.235,0.0,1.0
h7893,14645.7,0.192,0.045,1.0
h7894,14386.0,0.221,0.021,1.0
h7895,13422.7,0.236,0.0,1.0
h7896,14505.6,0.261,0.063,1.0
h7897,16187.6,0.292,0.015,1.0
h7898,15401.1,0.247,0.0,1.0
h7899,14974.1,0.179,0.008,1.0
h7900,16347.0,0.149,0.016,1.0
h7901,16331.9,0.469,0.0,1.0
h7902,17456.1,0.171,0.0,1.0
h7903,19495.8,0.22,0.003,1.0
h7904,19015.7,0.303,0.186,1.0
h7905,21507.6,0.291,0.426,1.0
h7906,21074.4,0.303,0.561,1.0
h7907,21533.3,0.226,0.641,1.0
h7908,21376.1,0.281,0.75,1.0
h7909,22145.9,0.267,0.801,1.0
h7910,21885.9,0.237,0.696,1.0
h7911,21083.9,0.282,0.631,1.0
h7912,20682.3,0.347,0.54,1.0
h7913,19376.7,0.261,0.383,1.0
h7914,19247.1,0.261,0.196,1.0
h7915,17813.9,0.348,0.0,1.0
h7916,17413.7,0.34,0.0,1.0
h7917,16625.2,0.389,0.012,1.0
h7918,16059.0,0.122,0.034,1.0
h7919,15631.4,0.335,0.0,1.0
h7920,16512.1,0.311,0.073,1.0
h7921,17344.5,0.192,0.059,1.0
h7922,17585.3,0.283,0.04,1.0
h7923,16168.2,0.347,0.019,1.0
h7924,18869.0,0.197,0.06,1.0
h7925,18343.1,0.299,0.0,1.0
h7926,19884.2,0.333,0.0,1.0
h7927,19477.5,0.178,0.0,1.0
h7928,21055.0,0.252,0.169,1.0
h7929,21822.7,0.288,0.388,1.0
h7930,20864.1,0.2,0.553,1.0
h7931,22836.8,0.194,0.672,1.0
h7932,23524.6,0.253,0.743,1.0
h7933,22199.4,0.328,0.774,1.0
h7934,23120.5,0.316,0.796,1.0
h7935,21397.4,0.195,0.686,1.0
h7936,21602.7,0.317,0.572,1.0
h7937,18422.4,0.198,0.391,1.0
h7938,21356.5,0.136,0.151,1.0
h7939,19845.4,0.235,0.0,1.0
h7940,17704.7,0.355,0.062,1.0
h7941,15742.8,0.317,0.0,1.0
h7942,17085.1,0.265,0.0,1.0
h7943,15411.3,0.232,0.007,1.0
h7944,16830.7,0.234,0.017,1.0
h7945,16914.9,0.274,0.02,1.0
h7946,16137.3,0.18,0.053,1.0
h7947,18264.3,0.238,0.045,1.0
h7948,18627.8,0.248,0.0,1.0
h7949,19475.6,0.157,0.029,1.0
h7950,19459.4,0.199,0.0,1.0
h7951,19070.0,0.299,0.0,1.0
h7952,21675.0,0.267,0.168,1.0
h7953,21258.1,0.241,0.337,1.0
h7954,20794.2,0.193,0.547,1.0
h7955,23237.8,0.392,0.643,1.0
h7956,23885.4,0.199,0.777,1.0
h7957,22016.5,0.286,0.767,1.0
h7958,23422.8,0.227,0.759,1.0
h7959,21238.5,0.269,0.713,1.0
h7960,20188.7,0.303,0.505,1.0
h7961,19217.3,0.157,0.367,1.0
h7962,20210.7,0.266,0.207,1.0
h7963,17460.1,0.362,0.009,1.0
h7964,17912.4,0.408,0.033,1.0
h7965,16222.3,0.257,0.026,1.0
h7966,15793.9,0.27,0.003,1.0
h7967,16657.3,0.444,0.009,1.0
h7968,15397.9,0.358,0.01,1.0
h7969,15450.2,0.218,0.0,1.0
h7970,16947.6,0.218,0.0,1.0
h7971,17760.1,0.344,0.007,1.0
h7972,17578.7,0.187,0.014,1.0
h7973,17216.9,0.355,0.0,1.0
h7974,18057.2,0.295,0.0,1.0
h7975,19248.7,0.309,0.0,1.0
h7976,20102.2,0.247,0.261,1.0
h7977,19608.6,0.218,0.366,1.0
h7978,21382.3,0.385,0.588,1.0
h7979,21097.4,0.248,0.724,1.0
h7980,19682.5,0.235,0.756,1.0
h7981,20133.6,0.262,0.762,1.0
h7982,20099.1,0.284,0.771,1.0
h7983,19895.5,0.186,0.683,1.0
h7984,20775.9,0.223,0.528,1.0
h7985,18668.4,0.219,0.372,1.0
h7986,16971.1,0.336,0.216,1.0
h7987,16991.7,0.198,0.028,1.0
h7988,15763.5,0.129,0.0,1.0
h7989,15642.3,0.112,0.0,1.0
h7990,15333.1,0.152,0.02,1.0
h7991,15502.5,0.378,0.0,1.0
h7992,14381.7,0.271,0.0,1.0
h7993,15783.6,0.31,0.0,1.0
h7994,15467.0,0.313,0.0,1.0
h7995,14618.2,0.274,0.08,1.0
h7996,17537.4,0.264,0.0,1.0
h7997,16715.2,0.353,0.041,1.0
h7998,16518.6,0.282,0.051,1.0
h7999,19238.1,0.382,0.0,1.0
h8000,20250.3,0.32,0.215,1.0
h8001,19128.7,0.221,0.397,1.0
h8002,19172.3,0.231,0.508,1.0
h8003,19679.4,0.212,0.635,1.0
h8004,20433.8,0.368,0.762,1.0
h8005,20726.3,0.238,0.775,1.0
h8006,19808.0,0.207,0.818,1.0
h8007,18907.9,0.296,0.676,1.0
h8008,19360.8,0.263,0.616,1.0
h8009,17152.1,0.295,0.38,1.0
h8010,17421.1,0.422,0.262,1.0
h8011,15567.1,0.344,0.015,1.0
h8012,15403.4,0.273,0.017,1.0
h8013,14337.5,0.159,0.0,1.0
h8014,13903.6,0.231,0.017,1.0
h8015,13347.9,0.328,0.051,1.0
h8016,14628.0,0.178,0.0,1.0
h8017,13074.5,0.443,0.0,1.0
h8018,13375.5,0.273,0.0,1.0
h8019,16147.7,0.276,0.049,1.0
h8020,15859.3,0.219,0.026,1.0
h8021,13894.7,0.312,0.043,1.0
h8022,16126.3,0.179,0.009,1.0
h8023,15901.4,0.445,0.001,1.0
h8024,17307.0,0.378,0.218,1.0
h8025,16168.7,0.351,0.429,1.0
h8026,19035.8,0.161,0.554,1.0
h8027,18520.1,0.289,0.728,1.0
h8028,19573.1,0.369,0.778,1.0
h8029,18114.3,0.32,0.722,1.0
h8030,19175.9,0.193,0.794,1.0
h8031,18300.6,0.221,0.65,1.0
h8032,19218.2,0.237,0.588,1.0
h8033,18434.2,0.225,0.425,1.0
h8034,17176.0,0.396,0.216,1.0
h8035,15536.3,0.12,0.016,1.0
h8036,16695.6,0.326,0.033,1.0
h8037,13283.2,0.17,0.0,1.0
h8038,12971.1,0.197,0.024,1.0
h8039,13776.8,0.113,0.035,1.0
h8040,15597.3,0.23,0.053,1.0
h8041,13788.6,0.395,0.0,1.0
h8042,14157.9,0.295,0.012,1.0
h8043,13681.0,0.178,0.0,1.0
h8044,16263.6,0.356,0.0,1.0
h8045,17040.9,0.373,0.011,1.0
h8046,17730.3,0.283,0.002,1.0
h8047,17412.4,0.437,0.034,1.0
h8048,18110.5,0.34,0.196,1.0
h8049,18295.9,0.329,0.395,1.0
h8050,19905.0,0.21,0.572,1.0
h8051,19302.5,0.325,0.667,1.0
h8052,19356.2,0.292,0.751,1.0
h8053,19887.0,0.317,0.833,1.0
h8054,19567.3,0.22,0.757,1.0
h8055,19087.5,0.285,0.729,1.0
h8056,19310.2,0.21,0.584,1.0
h8057,18322.5,0.104,0.354,1.0
h8058,17303.8,0.355,0.223,1.0
h8059,16961.6,0.155,0.016,1.0
h8060,15361.4,0.284,0.013,1.0
h8061,15685.3,0.302,0.0,1.0
h8062,15316.6,0.302,0.0,1.0
h8063,13768.6,0.253,0.04,1.0
h8064,15741.5,0.298,0.0,1.0
h8065,14418.1,0.314,0.0,1.0
h8066,15569.8,0.335,0.014,1.0
h8067,16977.8,0.415,0.0,1.0
h8068,17476.0,0.295,0.0,1.0
h8069,17549.6,0.282,0.0,1.0
h8070,18066.3,0.204,0.0,1.0
h8071,19942.8,0.312,0.0,1.0
h8072,20494.5,0.33,0.232,1.0
h8073,20122.8,0.261,0.399,1.0
h8074,20495.4,0.321,0.607,1.0
h8075,19807.0,0.254,0.672,1.0
h8076,21722.1,0.331,0.726,1.0
h8077,21461.4,0.35,0.81,1.0
h8078,22168.4,0.349,0.834,1.0
h8079,21103.1,0.287,0.714,1.0
h8080,21297.9,0.194,0.667,1.0
h8081,18988.5,0.229,0.413,1.0
h8082,19723.8,0.325,0.216,1.0
h8083,17661.1,0.474,0.0,1.0
h8084,18034.0,0.251,0.013,1.0
h8085,15677.9,0.314,0.005,1.0
h8086,16612.8,0.234,0.0,1.0
h8087,14595.0,0.2,0.0,1.0
h8088,15924.2,0.224,0.0,1.0
h8089,16648.3,0.112,0.0,1.0
h8090,16231.6,0.387,0.063,1.0
h8091,16333.1,0.1,0.0,1.0
h8092,18514.5,0.258,0.005,1.0
h8093,18514.9,0.184,0.0,1.0
h8094,19011.9,0.208,0.024,1.0
h8095,20236.0,0.389,0.005,1.0
h8096,23050.7,0.295,0.201,1.0
h8097,22494.5,0.202,0.348,1.0
h8098,22981.8,0.232,0.581,1.0
h8099,22698.6,0.218,0.693,1.0
h8100,22581.1,0.276,0.782,1.0
h8101,20422.3,0.293,0.776,1.0
h8102,21489.2,0.431,0.827,1.0
h8103,21164.7,0.126,0.729,1.0
h8104,19423.1,0.277,0.617,1.0
h8105,19271.3,0.255,0.441,1.0
h8106,17836.9,0.356,0.228,1.0
h8107,18618.4,0.308,0.0,1.0
h8108,18587.4,0.327,0.055,1.0
h8109,18205.9,0.308,0.0,1.0
h8110,17186.5,0.206,0.0,1.0
h8111,15795.7,0.377,0.021,1.0
h8112,14929.2,0.344,0.023,1.0
h8113,15180.1,0.354,0.017,1.0
h8114,15875.2,0.382,0.0,1.0
h8115,16656.4,0.314,0.0,1.0
h8116,17855.6,0.399,0.076,1.0
h8117,17883.6,0.311,0.0,1.0
h8118,19723.5,0.264,0.0,1.0
h8119,20016.6,0.281,0.0,1.0
h8120,20901.2,0.279,0.219,1.0
h8121,22386.6,0.24,0.414,1.0
h8122,20961.8,0.412,0.577,1.0
h8123,22491.2,0.305,0.719,1.0
h8124,22194.7,0.289,0.842,1.0
h8125,21782.7,0.313,0.8,1.0
h8126,22403.7,0.52,0.791,1.0
h8127,21868.7,0.191,0.689,1.0
h8128,19735.9,0.214,0.587,1.0
h8129,19575.9,0.172,0.392,1.0
h8130,19126.0,0.264,0.196,1.0
h8131,17865.8,0.302,0.0,1.0
h8132,17792.2,0.245,0.003,1.0
h8133,16894.6,0.239,0.013,1.0
h8134,17628.2,0.294,0.056,1.0
h8135,14608.9,0.243,0.014,1.0
h8136,15604.0,0.308,0.0,1.0
h8137,15047.3,0.372,0.0,1.0
h8138,16524.6,0.337,0.0,1.0
h8139,15188.4,0.354,0.0,1.0
h8140,17340.0,0.37,0.056,1.0
h8141,17236.7,0.306,0.009,1.0
h8142,17878.3,0.271,0.0,1.0
h8143,18027.6,0.222,0.0,1.0
h8144,19473.4,0.252,0.187,1.0
h8145,21266.5,0.242,0.393,1.0
h8146,20783.7,0.342,0.621,1.0
h8147,21531.1,0.312,0.712,1.0
h8148,22386.8,0.34,0.752,1.0
h8149,21087.8,0.191,0.893,1.0
h8150,20055.4,0.399,0.761,1.0
h8151,20327.6,0.25,0.696,1.0
h8152,18829.1,0.196,0.622,1.0
h8153,18074.3,0.249,0.425,1.0
h8154,16427.8,0.483,0.199,1.0
h8155,17556.2,0.254,0.0,1.0
h8156,15736.4,0.259,0.0,1.0
h8157,15528.2,0.269,0.0,1.0
h8158,14039.9,0.273,0.0,1.0
h8159,14883.9,0.223,0.006,1.0
h8160,13791.6,0.297,0.0,1.0
h8161,14359.0,0.371,0.0,1.0
h8162,15442.9,0.31,0.0,1.0
h8163,15816.7,0.197,0.009,1.0
h8164,15751.9,0.258,0.038,1.0
h8165,15039.1,0.242,0.0,1.0
h8166,19580.9,0.29,0.0,1.0
h8167,19312.4,0.392,0.002,1.0
h8168,19166.3,0.274,0.248,1.0
h8169,18552.5,0.279,0.387,1.0
h8170,19484.4,0.428,0.629,1.0
h8171,19382.5,0.356,0.73,1.0
h8172,20873.1,0.332,0.801,1.0
h8173,19914.0,0.443,0.865,1.0
h8174,18724.3,0.326,0.765,1.0
h8175,18449.9,0.128,0.734,1.0
h8176,19059.3,0.353,0.6,1.0
h8177,18682.5,0.159,0.387,1.0
h8178,17819.1,0.323,0.229,1.0
h8179,16403.2,0.15,0.008,1.0
h8180,14856.5,0.25,0.0,1.0
h8181,12000.0,0.258,0.026,1.0
h8182,14186.0,0.226,0.0,1.0
h8183,13648.3,0.259,0.008,1.0
h8184,13664.1,0.37,0.0,1.0
h8185,13704.0,0.23,0.0,1.0
h8186,12906.6,0.331,0.015,1.0
h8187,14896.8,0.211,0.0,1.0
h8188,15582.8,0.273,0.0,1.0
h8189,16348.7,0.314,0.0,1.0
h8190,17335.7,0.208,0.024,1.0
h8191,17834.2,0.183,0.0,1.0
h8192,17739.6,0.328,0.224,1.0
h8193,18622.9,0.378,0.418,1.0
h8194,19218.3,0.282,0.579,1.0
h8195,19519.8,0.252,0.781,1.0
h8196,20323.7,0.301,0.811,1.0
h8197,19929.3,0.293,0.857,1.0
h8198,20771.5,0.308,0.815,1.0
h8199,20397.7,0.087,0.716,1.0
h8200,18080.3,0.204,0.59,1.0
h8201,14235.8,0.222,0.461,1.0
h8202,17537.2,0.301,0.249,1.0
h8203,15365.3,0.304,0.059,1.0
h8204,14466.1,0.34,0.007,1.0
h8205,14206.8,0.31,0.0,1.0
h8206,13736.7,0.186,0.0,1.0
h8207,14333.6,0.405,0.0,1.0
h8208,12546.6,0.392,0.023,1.0
h8209,13088.3,0.189,0.0,1.0
h8210,14579.1,0.317,0.0,1.0
h8211,15332.9,0.242,0.074,1.0
h8212,16020.1,0.301,0.0,1.0
h8213,15648.7,0.375,0.0,1.0
h8214,16316.4,0.461,0.05,1.0
h8215,17510.4,0.351,0.0,1.0
h8216,18867.7,0.314,0.251,1.0
h8217,20518.8,0.264,0.402,1.0
h8218,18199.9,0.305,0.554,1.0
h8219,19990.3,0.4,0.778,1.0
h8220,19232.0,0.287,0.839,1.0
h8221,18904.2,0.22,0.868,1.0
h8222,20732.2,0.162,0.823,1.0
h8223,19953.6,0.332,0.746,1.0
h8224,19296.6,0.311,0.558,1.0
h8225,18996.1,0.24,0.424,1.0
h8226,17150.6,0.374,0.19,1.0
h8227,16469.1,0.258,0.0,1.0
h8228,17903.2,0.281,0.012,1.0
h8229,15403.8,0.291,0.035,1.0
h8230,15784.2,0.264,0.0,1.0
h8231,14976.2,0.311,0.0,1.0
h8232,13466.3,0.384,0.0,1.0
h8233,13487.5,0.201,0.0,1.0
h8234,15034.4,0.331,0.023,1.0
h8235,16891.1,0.306,0.024,1.0
h8236,17366.1,0.305,0.016,1.0
h8237,18253.4,0.362,0.0,1.0
h8238,17566.7,0.297,0.0,1.0
h8239,20477.5,0.331,0.024,1.0
h8240,19182.9,0.35,0.243,1.0
h8241,20787.8,0.253,0.417,1.0
h8242,21123.1,0.317,0.585,1.0
h8243,21325.8,0.273,0.767,1.0
h8244,22669.7,0.283,0.806,1.0
h8245,20963.5,0.268,0.868,1.0
h8246,20179.7,0.331,0.813,1.0
h8247,20831.9,0.3,0.701,1.0
h8248,19910.6,0.325,0.647,1.0
h8249,22248.3,0.292,0.427,1.0
h8250,19354.5,0.166,0.198,1.0
h8251,17756.8,0.297,0.0,1.0
h8252,16567.0,0.299,0.0,1.0
h8253,15340.7,0.314,0.0,1.0
h8254,15604.6,0.247,0.058,1.0
h8255,16274.7,0.199,0.0,1.0
h8256,17279.8,0.345,0.043,1.0
h8257,17193.3,0.273,0.0,1.0
h8258,16831.7,0.308,0.0,1.0
h8259,16915.0,0.272,0.0,1.0
h8260,18052.7,0.294,0.0,1.0
h8261,18182.7,0.259,0.0,1.0
h8262,20778.3,0.218,0.0,1.0
h8263,20051.1,0.333,0.0,1.0
h8264,20872.3,0.247,0.265,1.0
h8265,19799.0,0.309,0.431,1.0
h8266,21895.4,0.328,0.581,1.0
h8267,23019.4,0.249,0.743,1.0
h8268,21593.7,0.199,0.797,1.0
h8269,21738.6,0.49,0.771,1.0
h8270,22666.5,0.254,0.911,1.0
h8271,20367.8,0.346,0.743,1.0
h8272,21769.3,0.451,0.584,1.0
h8273,19771.5,0.359,0.368,1.0
h8274,19110.7,0.272,0.176,1.0
h8275,17749.9,0.291,0.05,1.0
h8276,18234.8,0.23,0.045,1.0
h8277,19288.3,0.367,0.023,1.0
h8278,17479.8,0.342,0.0,1.0
h8279,15875.0,0.256,0.045,1.0
h8280,17383.3,0.214,0.013,1.0
h8281,16332.3,0.191,0.02,1.0
h8282,17990.0,0.376,0.013,1.0
h8283,18012.8,0.307,0.0,1.0
h8284,15628.9,0.315,0.0,1.0
h8285,17891.6,0.232,0.0,1.0
h8286,20207.8,0.181,0.019,1.0
h8287,20323.8,0.375,0.0,1.0
h8288,20073.7,0.301,0.216,1.0
h8289,20967.5,0.37,0.422,1.0
h8290,20381.0,0.267,0.629,1.0
h8291,22085.5,0.279,0.761,1.0
h8292,23974.4,0.355,0.797,1.0
h8293,22693.5,0.357,0.9,1.0
h8294,23447.8,0.362,0.792,1.0
h8295,21871.4,0.275,0.775,1.0
h8296,21315.1,0.348,0.589,1.0
h8297,21300.9,0.387,0.433,1.0
h8298,19202.8,0.29,0.229,1.0
h8299,17934.5,0.258,0.006,1.0
h8300,18150.3,0.406,0.02,1.0
h8301,17832.7,0.247,0.012,1.0
h8302,15778.2,0.35,0.024,1.0
h8303,15255.9,0.295,0.014,1.0
h8304,15813.0,0.152,0.0,1.0
h8305,16439.3,0.39,0.008,1.0
h8306,16679.8,0.079,0.0,1.0
h8307,15342.8,0.141,0.0,1.0
h8308,18592.3,0.342,0.0,1.0
h8309,17227.8,0.342,0.005,1.0
h8310,18253.6,0.249,0.007,1.0
h8311,18462.6,0.312,0.032,1.0
h8312,22004.1,0.098,0.262,1.0
h8313,20592.6,0.357,0.44,1.0
h8314,20123.1,0.32,0.624,1.0
h8315,21720.1,0.297,0.749,1.0
h8316,21670.4,0.302,0.855,1.0
h8317,20726.6,0.34,0.876,1.0
h8318,21174.9,0.299,0.831,1.0
h8319,19293.5,0.151,0.811,1.0
h8320,18870.2,0.477,0.593,1.0
h8321,16869.7,0.397,0.475,1.0
h8322,16584.5,0.198,0.183,1.0
h8323,18261.3,0.274,0.024,1.0
h8324,17358.4,0.283,0.043,1.0
h8325,15435.1,0.388,0.0,1.0
h8326,16199.0,0.129,0.004,1.0
h8327,14407.1,0.262,0.021,1.0
h8328,14206.4,0.161,0.008,1.0
h8329,14517.6,0.279,0.011,1.0
h8330,14640.7,0.264,0.004,1.0
h8331,15012.0,0.309,0.0,1.0
h8332,16684.2,0.254,0.071,1.0
h8333,16573.7,0.242,0.0,1.0
h8334,17756.7,0.352,0.013,1.0
h8335,18740.9,0.339,0.0,1.0
h8336,18898.7,0.347,0.156,1.0
h8337,18378.9,0.289,0.405,1.0
h8338,18493.0,0.257,0.569,1.0
h8339,19936.3,0.293,0.783,1.0
h8340,19725.0,0.343,0.819,1.0
h8341,19773.9,0.129,0.851,1.0
h8342,19338.8,0.335,0.805,1.0
h8343,20893.4,0.328,0.754,1.0
h8344,17098.2,0.308,0.592,1.0
h8345,15810.4,0.292,0.464,1.0
h8346,16862.3,0.098,0.234,1.0
h8347,15496.4,0.269,0.0,1.0
h8348,15311.5,0.447,0.026,1.0
h8349,14895.4,0.305,0.0,1.0
h8350,14975.5,0.279,0.001,1.0
h8351,12444.0,0.306,0.0,1.0
h8352,13106.7,0.333,0.0,1.0
h8353,14003.8,0.357,0.01,1.0
h8354,14584.0,0.286,0.04,1.0
h8355,16205.6,0.339,0.0,1.0
h8356,15841.5,0.439,0.068,1.0
h8357,15757.4,0.385,0.017,1.0
h8358,15866.1,0.492,0.0,1.0
h8359,16899.6,0.252,0.0,1.0
h8360,17593.4,0.439,0.268,1.0
h8361,19203.7,0.242,0.473,1.0
h8362,19351.0,0.334,0.616,1.0
h8363,18374.7,0.364,0.759,1.0
h8364,19176.4,0.265,0.807,1.0
h8365,20116.4,0.313,0.911,1.0
h8366,19390.9,0.379,0.813,1.0
h8367,19087.4,0.249,0.781,1.0
h8368,18323.0,0.439,0.657,1.0
h8369,18606.2,0.195,0.438,1.0
h8370,16736.6,0.461,0.255,1.0
h8371,15488.7,0.386,0.055,1.0
h8372,14374.7,0.299,0.008,1.0
h8373,14725.3,0.274,0.0,1.0
h8374,12141.4,0.266,0.0,1.0
h8375,13696.4,0.296,0.0,1.0
h8376,13629.4,0.303,0.0,1.0
h8377,12858.9,0.407,0.013,1.0
h8378,13561.9,0.464,0.0,1.0
h8379,15482.3,0.323,0.01,1.0
h8380,15691.5,0.24,0.0,1.0
h8381,16359.8,0.264,0.0,1.0
h8382,17344.1,0.293,0.031,1.0
h8383,17989.9,0.225,0.0,1.0
h8384,19670.1,0.213,0.227,1.0
h8385,19429.1,0.475,0.382,1.0
h8386,18671.3,0.332,0.58,1.0
h8387,21471.0,0.241,0.783,1.0
h8388,20594.4,0.373,0.837,1.0
