'demand' 'cf_wind' 'cf_solar' 'cf_gas' 'co2_gas'
h6928 20085.7 0.048 0.411 1.0 0.400
h6929 21641.2 0.122 0.222 1.0 0.400
h6930 19993.4 0.209 0.139 1.0 0.400
h6931 18266.1 0.283 0.000 1.0 0.400
h6932 17634.4 0.267 0.000 1.0 0.400
h6933 17726.4 0.266 0.066 1.0 0.400
h6934 15773.1 0.310 0.000 1.0 0.400
h6935 16074.3 0.087 0.000 1.0 0.400
h6936 15856.3 0.234 0.011 1.0 0.400
h6937 16570.5 0.128 0.000 1.0 0.400
h6938 17711.1 0.181 0.020 1.0 0.400
h6939 17264.1 0.303 0.027 1.0 0.400
h6940 17963.4 0.240 0.023 1.0 0.400
h6941 17638.8 0.182 0.000 1.0 0.400
h6942 20335.1 0.180 0.000 1.0 0.400
h6943 21334.2 0.153 0.037 1.0 0.400
h6944 20522.4 0.330 0.114 1.0 0.400
h6945 23223.6 0.117 0.260 1.0 0.400
h6946 21278.1 0.113 0.360 1.0 0.400
h6947 21375.1 0.293 0.448 1.0 0.400
h6948 24020.6 0.131 0.465 1.0 0.400
h6949 21365.2 0.254 0.490 1.0 0.400
h6950 22206.7 0.179 0.469 1.0 0.400
h6951 21288.5 0.233 0.445 1.0 0.400
h6952 20595.4 0.185 0.353 1.0 0.400
h6953 19190.4 0.174 0.299 1.0 0.400
h6954 18669.5 0.209 0.141 1.0 0.400
h6955 19119.5 0.365 0.023 1.0 0.400
h6956 17679.3 0.118 0.000 1.0 0.400
h6957 19441.2 0.232 0.000 1.0 0.400
h6958 17990.2 0.110 0.000 1.0 0.400
h6959 15866.3 0.357 0.018 1.0 0.400
h6960 16116.3 0.182 0.000 1.0 0.400
h6961 15673.4 0.313 0.000 1.0 0.400
h6962 15930.6 0.282 0.046 1.0 0.400
h6963 16079.5 0.167 0.002 1.0 0.400
h6964 16985.0 0.292 0.000 1.0 0.400
h6965 18134.6 0.210 0.013 1.0 0.400
h6966 18870.8 0.180 0.000 1.0 0.400
h6967 19986.7 0.122 0.000 1.0 0.400
h6968 20662.2 0.065 0.141 1.0 0.400
h6969 20675.0 0.151 0.274 1.0 0.400
h6970 19835.5 0.355 0.331 1.0 0.400
h6971 21592.0 0.134 0.436 1.0 0.400
h6972 21110.1 0.223 0.488 1.0 0.400
h6973 20992.0 0.199 0.484 1.0 0.400
h6974 21142.2 0.142 0.492 1.0 0.400
h6975 18737.2 0.302 0.455 1.0 0.400
h6976 19281.7 0.170 0.356 1.0 0.400
h6977 19294.8 0.250 0.271 1.0 0.400
h6978 16947.6 0.231 0.168 1.0 0.400
h6979 16978.7 0.140 0.012 1.0 0.400
h6980 15796.2 0.177 0.000 1.0 0.400
h6981 16512.6 0.232 0.000 1.0 0.400
h6982 14942.7 0.178 0.000 1.0 0.400
h6983 13179.6 0.342 0.007 1.0 0.400
h6984 13469.2 0.230 0.003 1.0 0.400
h6985 13835.9 0.302 0.000 1.0 0.400
h6986 16156.7 0.152 0.000 1.0 0.400
h6987 16486.3 0.303 0.000 1.0 0.400
h6988 15534.9 0.292 0.025 1.0 0.400
h6989 16781.0 0.194 0.026 1.0 0.400
h6990 17522.8 0.192 0.000 1.0 0.400
h6991 18402.3 0.265 0.000 1.0 0.400
h6992 17485.9 0.164 0.071 1.0 0.400
h6993 18231.8 0.325 0.224 1.0 0.400
h6994 19063.0 0.190 0.344 1.0 0.400
h6995 19661.0 0.380 0.465 1.0 0.400
h6996 19410.9 0.292 0.507 1.0 0.400
h6997 19848.8 0.317 0.550 1.0 0.400
h6998 19203.3 0.348 0.500 1.0 0.400
h6999 17221.5 0.173 0.441 1.0 0.400
h7000 16497.7 0.177 0.369 1.0 0.400
h7001 17895.9 0.365 0.271 1.0 0.400
h7002 16292.1 0.228 0.125 1.0 0.400
h7003 16207.3 0.188 0.000 1.0 0.400
h7004 15316.6 0.098 0.005 1.0 0.400
h7005 15130.1 0.163 0.000 1.0 0.400
h7006 13415.5 0.247 0.048 1.0 0.400
h7007 13486.0 0.204 0.019 1.0 0.400
h7008 13319.4 0.202 0.000 1.0 0.400
h7009 12902.8 0.186 0.000 1.0 0.400
h7010 13038.1 0.241 0.058 1.0 0.400
h7011 13929.3 0.336 0.007 1.0 0.400
h7012 14523.9 0.244 0.000 1.0 0.400
h7013 15813.9 0.123 0.000 1.0 0.400
h7014 16369.2 0.254 0.012 1.0 0.400
h7015 17617.5 0.155 0.000 1.0 0.400
h7016 18275.3 0.178 0.141 1.0 0.400
h7017 17452.0 0.240 0.205 1.0 0.400
h7018 18411.9 0.230 0.427 1.0 0.400
h7019 18693.0 0.233 0.454 1.0 0.400
h7020 20567.1 0.140 0.515 1.0 0.400
h7021 20212.7 0.303 0.472 1.0 0.400
h7022 20114.9 0.085 0.494 1.0 0.400
h7023 20071.3 0.236 0.431 1.0 0.400
h7024 19398.7 0.190 0.369 1.0 0.400
h7025 15401.9 0.253 0.272 1.0 0.400
h7026 15438.7 0.098 0.122 1.0 0.400
h7027 16063.0 0.221 0.032 1.0 0.400
h7028 16057.2 0.089 0.060 1.0 0.400
h7029 15623.0 0.354 0.012 1.0 0.400
h7030 13682.5 0.290 0.019 1.0 0.400
h7031 13589.1 0.256 0.000 1.0 0.400
h7032 14126.3 0.000 0.019 1.0 0.400
h7033 15949.2 0.305 0.005 1.0 0.400
h7034 14586.3 0.316 0.000 1.0 0.400
h7035 14101.5 0.187 0.012 1.0 0.400
h7036 15085.3 0.202 0.000 1.0 0.400
h7037 16417.1 0.225 0.000 1.0 0.400
h7038 18465.7 0.226 0.008 1.0 0.400
h7039 17368.3 0.304 0.001 1.0 0.400
h7040 17380.6 0.287 0.070 1.0 0.400
h7041 18954.7 0.112 0.244 1.0 0.400
h7042 20426.1 0.319 0.357 1.0 0.400
h7043 19225.9 0.270 0.440 1.0 0.400
h7044 19685.2 0.329 0.515 1.0 0.400
h7045 20200.6 0.245 0.507 1.0 0.400
h7046 19856.7 0.245 0.524 1.0 0.400
h7047 18896.2 0.169 0.471 1.0 0.400
h7048 18796.1 0.144 0.397 1.0 0.400
h7049 17433.0 0.308 0.247 1.0 0.400
h7050 16381.1 0.123 0.179 1.0 0.400
h7051 16642.0 0.281 0.039 1.0 0.400
h7052 16428.7 0.285 0.051 1.0 0.400
h7053 16520.9 0.200 0.005 1.0 0.400
h7054 14673.6 0.217 0.047 1.0 0.400
h7055 15656.2 0.157 0.047 1.0 0.400
h7056 13623.3 0.245 0.015 1.0 0.400
h7057 16275.7 0.178 0.002 1.0 0.400
h7058 15767.7 0.371 0.000 1.0 0.400
h7059 16247.4 0.328 0.000 1.0 0.400
h7060 17067.7 0.256 0.000 1.0 0.400
h7061 17749.7 0.201 0.052 1.0 0.400
h7062 18265.2 0.224 0.035 1.0 0.400
h7063 19930.9 0.157 0.069 1.0 0.400
h7064 21358.6 0.184 0.104 1.0 0.400
h7065 21771.0 0.031 0.303 1.0 0.400
h7066 22229.9 0.232 0.383 1.0 0.400
h7067 23513.7 0.144 0.471 1.0 0.400
h7068 20619.3 0.300 0.575 1.0 0.400
h7069 20062.0 0.272 0.542 1.0 0.400
h7070 21457.1 0.240 0.542 1.0 0.400
h7071 19417.2 0.190 0.487 1.0 0.400
h7072 20179.7 0.167 0.377 1.0 0.400
h7073 18672.9 0.216 0.246 1.0 0.400
h7074 17179.6 0.099 0.073 1.0 0.400
h7075 19077.5 0.390 0.041 1.0 0.400
h7076 17175.9 0.294 0.000 1.0 0.400
h7077 17932.7 0.152 0.049 1.0 0.400
h7078 16348.3 0.270 0.027 1.0 0.400
h7079 15582.0 0.215 0.000 1.0 0.400
h7080 17515.7 0.126 0.000 1.0 0.400
h7081 18554.9 0.210 0.000 1.0 0.400
h7082 17226.2 0.189 0.000 1.0 0.400
h7083 17291.9 0.177 0.000 1.0 0.400
h7084 17629.3 0.159 0.000 1.0 0.400
h7085 18244.3 0.245 0.031 1.0 0.400
h7086 18824.5 0.243 0.023 1.0 0.400
h7087 21031.1 0.078 0.000 1.0 0.400
h7088 20571.0 0.153 0.154 1.0 0.400
h7089 20934.1 0.125 0.292 1.0 0.400
h7090 22069.4 0.308 0.415 1.0 0.400
h7091 22864.2 0.199 0.492 1.0 0.400
h7092 22748.0 0.270 0.509 1.0 0.400
h7093 21515.6 0.016 0.518 1.0 0.400
h7094 22930.0 0.187 0.529 1.0 0.400
h7095 21269.0 0.238 0.485 1.0 0.400
h7096 21845.9 0.000 0.350 1.0 0.400
h7097 19740.2 0.101 0.262 1.0 0.400
h7098 19564.2 0.233 0.124 1.0 0.400
h7099 19108.6 0.258 0.000 1.0 0.400
h7100 16876.8 0.339 0.018 1.0 0.400
h7101 16077.8 0.297 0.014 1.0 0.400
h7102 17633.4 0.270 0.000 1.0 0.400
h7103 16383.9 0.210 0.000 1.0 0.400
h7104 16332.2 0.219 0.036 1.0 0.400
h7105 17431.9 0.263 0.000 1.0 0.400
h7106 17546.6 0.221 0.000 1.0 0.400
h7107 18271.7 0.296 0.036 1.0 0.400
h7108 19126.1 0.184 0.000 1.0 0.400
h7109 19520.9 0.200 0.000 1.0 0.400
h7110 17804.5 0.296 0.035 1.0 0.400
h7111 20328.6 0.183 0.003 1.0 0.400
h7112 21028.1 0.143 0.146 1.0 0.400
h7113 21234.5 0.258 0.233 1.0 0.400
h7114 22042.0 0.138 0.334 1.0 0.400
h7115 20341.8 0.302 0.430 1.0 0.400
h7116 22389.9 0.390 0.497 1.0 0.400
h7117 22210.6 0.130 0.531 1.0 0.400
h7118 21568.9 0.240 0.536 1.0 0.400
h7119 21422.2 0.248 0.480 1.0 0.400
h7120 20358.3 0.117 0.405 1.0 0.400
h7121 18539.1 0.171 0.290 1.0 0.400
h7122 19505.7 0.277 0.135 1.0 0.400
h7123 17921.1 0.178 0.020 1.0 0.400
h7124 16640.6 0.133 0.000 1.0 0.400
h7125 17672.1 0.195 0.003 1.0 0.400
h7126 15943.3 0.236 0.000 1.0 0.400
h7127 16957.5 0.330 0.000 1.0 0.400
h7128 15404.8 0.283 0.000 1.0 0.400
h7129 16834.9 0.079 0.000 1.0 0.400
h7130 15841.2 0.159 0.000 1.0 0.400
h7131 15490.3 0.303 0.058 1.0 0.400
h7132 17940.6 0.227 0.022 1.0 0.400
h7133 20201.8 0.282 0.000 1.0 0.400
h7134 18051.7 0.135 0.000 1.0 0.400
h7135 19409.3 0.266 0.000 1.0 0.400
h7136 18506.8 0.182 0.114 1.0 0.400
h7137 19915.5 0.096 0.244 1.0 0.400
h7138 20081.6 0.186 0.409 1.0 0.400
h7139 20624.5 0.200 0.470 1.0 0.400
h7140 21601.9 0.190 0.528 1.0 0.400
h7141 21100.9 0.280 0.561 1.0 0.400
h7142 21669.6 0.128 0.550 1.0 0.400
h7143 20225.0 0.187 0.503 1.0 0.400
h7144 18615.2 0.302 0.366 1.0 0.400
h7145 18700.0 0.112 0.289 1.0 0.400
h7146 18731.9 0.164 0.126 1.0 0.400
h7147 16115.5 0.091 0.000 1.0 0.400
h7148 15559.1 0.270 0.021 1.0 0.400
h7149 16427.1 0.348 0.000 1.0 0.400
h7150 15665.1 0.344 0.005 1.0 0.400
h7151 14664.3 0.129 0.031 1.0 0.400
h7152 15451.3 0.231 0.022 1.0 0.400
h7153 13676.8 0.318 0.002 1.0 0.400
h7154 15126.6 0.350 0.000 1.0 0.400
h7155 16235.1 0.146 0.073 1.0 0.400
h7156 15684.3 0.312 0.022 1.0 0.400
h7157 16649.8 0.336 0.017 1.0 0.400
h7158 17425.5 0.121 0.000 1.0 0.400
h7159 18133.0 0.230 0.000 1.0 0.400
h7160 19227.9 0.249 0.164 1.0 0.400
h7161 18173.7 0.108 0.268 1.0 0.400
h7162 19131.1 0.091 0.385 1.0 0.400
h7163 21191.3 0.158 0.460 1.0 0.400
h7164 19333.0 0.301 0.502 1.0 0.400
h7165 19346.8 0.395 0.522 1.0 0.400
h7166 20381.5 0.320 0.557 1.0 0.400
h7167 18830.4 0.236 0.458 1.0 0.400
h7168 17752.9 0.243 0.424 1.0 0.400
h7169 17371.9 0.362 0.268 1.0 0.400
h7170 17752.7 0.238 0.184 1.0 0.400
h7171 15696.8 0.322 0.000 1.0 0.400
h7172 15247.9 0.288 0.013 1.0 0.400
h7173 13767.7 0.281 0.000 1.0 0.400
h7174 14688.1 0.359 0.031 1.0 0.400
h7175 13227.5 0.074 0.012 1.0 0.400
h7176 13597.4 0.251 0.000 1.0 0.400
h7177 15273.5 0.261 0.000 1.0 0.400
h7178 14217.2 0.186 0.008 1.0 0.400
h7179 14027.3 0.179 0.000 1.0 0.400
h7180 15365.3 0.292 0.000 1.0 0.400
h7181 16047.7 0.144 0.000 1.0 0.400
h7182 15534.0 0.413 0.000 1.0 0.400
h7183 16322.9 0.203 0.000 1.0 0.400
h7184 19128.4 0.273 0.132 1.0 0.400
h7185 18105.6 0.231 0.231 1.0 0.400
h7186 19944.6 0.339 0.393 1.0 0.400
h7187 19687.2 0.152 0.515 1.0 0.400
h7188 19870.1 0.376 0.559 1.0 0.400
h7189 19051.4 0.261 0.581 1.0 0.400
h7190 18992.7 0.224 0.550 1.0 0.400
h7191 18455.9 0.094 0.474 1.0 0.400
h7192 16309.6 0.282 0.400 1.0 0.400
h7193 17792.3 0.440 0.271 1.0 0.400
h7194 16414.9 0.205 0.150 1.0 0.400
h7195 16529.5 0.226 0.032 1.0 0.400
h7196 15267.6 0.191 0.000 1.0 0.400
h7197 15873.7 0.168 0.000 1.0 0.400
h7198 14667.0 0.131 0.000 1.0 0.400
h7199 14273.5 0.259 0.030 1.0 0.400
h7200 13581.3 0.281 0.031 1.0 0.400
h7201 13591.2 0.085 0.008 1.0 0.400
h7202 15146.7 0.188 0.000 1.0 0.400
h7203 15299.3 0.101 0.017 1.0 0.400
h7204 14200.3 0.270 0.032 1.0 0.400
h7205 15935.0 0.196 0.025 1.0 0.400
h7206 16732.1 0.281 0.000 1.0 0.400
h7207 16883.3 0.234 0.000 1.0 0.400
h7208 18527.1 0.359 0.194 1.0 0.400
h7209 20292.6 0.202 0.283 1.0 0.400
h7210 19469.5 0.075 0.355 1.0 0.400
h7211 19477.2 0.177 0.559 1.0 0.400
h7212 20308.8 0.257 0.530 1.0 0.400
h7213 20141.8 0.125 0.547 1.0 0.400
h7214 18642.7 0.154 0.549 1.0 0.400
h7215 18600.8 0.112 0.500 1.0 0.400
h7216 19186.7 0.307 0.421 1.0 0.400
h7217 17767.6 0.144 0.305 1.0 0.400
h7218 17184.6 0.235 0.154 1.0 0.400
h7219 17022.3 0.177 0.014 1.0 0.400
h7220 17578.0 0.145 0.000 1.0 0.400
h7221 15609.1 0.189 0.000 1.0 0.400
h7222 14286.5 0.197 0.000 1.0 0.400
h7223 15017.0 0.000 0.013 1.0 0.400
h7224 14420.5 0.175 0.000 1.0 0.400
h7225 14223.2 0.300 0.000 1.0 0.400
h7226 16272.5 0.227 0.034 1.0 0.400
h7227 16649.1 0.282 0.003 1.0 0.400
h7228 17101.7 0.217 0.000 1.0 0.400
h7229 17962.8 0.128 0.000 1.0 0.400
h7230 19664.6 0.132 0.002 1.0 0.400
h7231 17863.0 0.135 0.000 1.0 0.400
h7232 19004.3 0.261 0.208 1.0 0.400
h7233 20600.5 0.222 0.327 1.0 0.400
h7234 21404.9 0.117 0.382 1.0 0.400
h7235 21287.2 0.221 0.545 1.0 0.400
h7236 21779.9 0.234 0.529 1.0 0.400
h7237 24043.3 0.175 0.577 1.0 0.400
h7238 22241.8 0.091 0.552 1.0 0.400
h7239 20883.1 0.370 0.473 1.0 0.400
h7240 20059.8 0.074 0.384 1.0 0.400
h7241 19121.4 0.215 0.276 1.0 0.400
h7242 18957.6 0.203 0.153 1.0 0.400
h7243 18226.9 0.277 0.000 1.0 0.400
h7244 16494.5 0.219 0.006 1.0 0.400
h7245 16791.0 0.196 0.027 1.0 0.400
h7246 16320.8 0.245 0.000 1.0 0.400
h7247 16204.1 0.335 0.000 1.0 0.400
h7248 15374.4 0.207 0.000 1.0 0.400
h7249 15906.4 0.135 0.000 1.0 0.400
h7250 15565.5 0.204 0.011 1.0 0.400
h7251 15389.8 0.236 0.058 1.0 0.400
h7252 15990.2 0.147 0.000 1.0 0.400
h7253 19137.0 0.327 0.047 1.0 0.400
h7254 19587.7 0.200 0.000 1.0 0.400
h7255 20417.3 0.292 0.038 1.0 0.400
h7256 20991.2 0.277 0.091 1.0 0.400
h7257 21235.0 0.251 0.231 1.0 0.400
h7258 22884.2 0.125 0.428 1.0 0.400
h7259 23571.8 0.438 0.478 1.0 0.400
h7260 22945.6 0.158 0.589 1.0 0.400
h7261 21464.4 0.080 0.589 1.0 0.400
h7262 22156.2 0.268 0.612 1.0 0.400
h7263 23706.4 0.220 0.566 1.0 0.400
h7264 21513.5 0.289 0.389 1.0 0.400
h7265 22285.2 0.233 0.302 1.0 0.400
h7266 18646.3 0.259 0.094 1.0 0.400
h7267 18427.4 0.160 0.000 1.0 0.400
h7268 18581.8 0.144 0.006 1.0 0.400
h7269 16701.1 0.185 0.009 1.0 0.400
h7270 16621.5 0.068 0.000 1.0 0.400
h7271 16497.6 0.310 0.000 1.0 0.400
h7272 16937.0 0.179 0.000 1.0 0.400
h7273 16453.7 0.135 0.065 1.0 0.400
h7274 17189.3 0.004 0.028 1.0 0.400
h7275 17634.5 0.126 0.000 1.0 0.400
h7276 17696.1 0.212 0.005 1.0 0.400
h7277 18551.5 0.310 0.016 1.0 0.400
h7278 18700.3 0.361 0.039 1.0 0.400
h7279 19695.5 0.101 0.000 1.0 0.400
h7280 20356.0 0.231 0.152 1.0 0.400
h7281 21157.6 0.267 0.276 1.0 0.400
h7282 22969.5 0.207 0.469 1.0 0.400
h7283 22433.2 0.338 0.484 1.0 0.400
h7284 23012.8 0.204 0.596 1.0 0.400
h7285 21131.9 0.129 0.629 1.0 0.400
h7286 21267.7 0.238 0.530 1.0 0.400
h7287 22120.7 0.386 0.520 1.0 0.400
h7288 21200.4 0.274 0.425 1.0 0.400
h7289 19441.0 0.269 0.308 1.0 0.400
h7290 18935.4 0.219 0.182 1.0 0.400
h7291 19220.6 0.229 0.044 1.0 0.400
h7292 17351.8 0.268 0.000 1.0 0.400
h7293 18011.6 0.291 0.002 1.0 0.400
h7294 15314.5 0.193 0.000 1.0 0.400
h7295 14459.7 0.294 0.000 1.0 0.400
h7296 15497.4 0.234 0.000 1.0 0.400
h7297 15152.8 0.162 0.000 1.0 0.400
h7298 16445.0 0.319 0.023 1.0 0.400
h7299 17788.6 0.271 0.000 1.0 0.400
h7300 16624.6 0.431 0.016 1.0 0.400
h7301 18238.1 0.335 0.000 1.0 0.400
h7302 19001.7 0.106 0.000 1.0 0.400
h7303 20314.1 0.151 0.019 1.0 0.400
h7304 19461.0 0.173 0.208 1.0 0.400
h7305 19315.4 0.310 0.292 1.0 0.400
h7306 21996.0 0.190 0.386 1.0 0.400
h7307 22000.0 0.179 0.518 1.0 0.400
h7308 20582.9 0.239 0.594 1.0 0.400
h7309 19651.4 0.302 0.581 1.0 0.400
h7310 20020.0 0.250 0.587 1.0 0.400
h7311 20789.1 0.440 0.560 1.0 0.400
h7312 19979.0 0.256 0.395 1.0 0.400
h7313 19352.4 0.209 0.284 1.0 0.400
h7314 17445.0 0.282 0.181 1.0 0.400
h7315 18863.1 0.208 0.001 1.0 0.400
h7316 17663.6 0.286 0.000 1.0 0.400
h7317 14332.5 0.133 0.005 1.0 0.400
h7318 16209.0 0.125 0.000 1.0 0.400
h7319 15433.3 0.316 0.000 1.0 0.400
h7320 14098.9 0.308 0.011 1.0 0.400
h7321 15402.2 0.180 0.023 1.0 0.400
h7322 13747.6 0.212 0.032 1.0 0.400
h7323 14988.3 0.253 0.000 1.0 0.400
h7324 15305.8 0.214 0.000 1.0 0.400
h7325 16661.4 0.152 0.000 1.0 0.400
h7326 15406.4 0.163 0.000 1.0 0.400
h7327 17489.1 0.212 0.044 1.0 0.400
h7328 17695.7 0.173 0.155 1.0 0.400
h7329 19880.9 0.108 0.303 1.0 0.400
h7330 19749.8 0.237 0.413 1.0 0.400
h7331 20134.3 0.309 0.494 1.0 0.400
h7332 19935.2 0.191 0.557 1.0 0.400
h7333 19528.6 0.179 0.548 1.0 0.400
h7334 18488.6 0.241 0.581 1.0 0.400
h7335 19206.1 0.298 0.523 1.0 0.400
h7336 18359.2 0.301 0.469 1.0 0.400
h7337 17553.9 0.129 0.339 1.0 0.400
h7338 16005.1 0.301 0.106 1.0 0.400
h7339 16034.9 0.087 0.000 1.0 0.400
h7340 14921.6 0.280 0.001 1.0 0.400
h7341 14762.2 0.198 0.041 1.0 0.400
h7342 13304.0 0.334 0.000 1.0 0.400
h7343 13692.9 0.187 0.013 1.0 0.400
h7344 12375.2 0.196 0.059 1.0 0.400
h7345 12745.5 0.219 0.011 1.0 0.400
h7346 12710.9 0.119 0.000 1.0 0.400
h7347 15737.8 0.189 0.028 1.0 0.400
h7348 14075.2 0.133 0.000 1.0 0.400
h7349 16827.2 0.158 0.019 1.0 0.400
h7350 16927.8 0.029 0.000 1.0 0.400
h7351 16791.2 0.111 0.040 1.0 0.400
h7352 18959.9 0.166 0.144 1.0 0.400
h7353 18347.3 0.341 0.307 1.0 0.400
h7354 18877.8 0.413 0.444 1.0 0.400
h7355 21070.6 0.285 0.518 1.0 0.400
h7356 19202.9 0.242 0.594 1.0 0.400
h7357 18952.2 0.248 0.615 1.0 0.400
h7358 20526.4 0.191 0.601 1.0 0.400
h7359 18263.4 0.238 0.502 1.0 0.400
h7360 17857.1 0.266 0.406 1.0 0.400
h7361 18961.1 0.090 0.279 1.0 0.400
h7362 16077.2 0.232 0.147 1.0 0.400
h7363 16134.9 0.324 0.013 1.0 0.400
h7364 15847.1 0.142 0.018 1.0 0.400
h7365 12159.1 0.247 0.063 1.0 0.400
h7366 14184.8 0.089 0.019 1.0 0.400
h7367 14269.0 0.141 0.003 1.0 0.400
h7368 12687.3 0.000 0.036 1.0 0.400
h7369 14646.6 0.206 0.000 1.0 0.400
h7370 14875.5 0.242 0.031 1.0 0.400
h7371 16058.1 0.240 0.000 1.0 0.400
h7372 15851.1 0.181 0.000 1.0 0.400
h7373 16853.9 0.204 0.000 1.0 0.400
h7374 16484.5 0.290 0.033 1.0 0.400
h7375 17430.6 0.165 0.007 1.0 0.400
h7376 18111.3 0.213 0.136 1.0 0.400
h7377 18282.6 0.305 0.353 1.0 0.400
h7378 20598.8 0.240 0.474 1.0 0.400
h7379 20390.3 0.309 0.573 1.0 0.400
h7380 18864.1 0.223 0.641 1.0 0.400
h7381 19377.4 0.342 0.608 1.0 0.400
h7382 20006.8 0.203 0.590 1.0 0.400
h7383 19681.9 0.201 0.609 1.0 0.400
h7384 18680.4 0.122 0.434 1.0 0.400
h7385 19512.1 0.157 0.310 1.0 0.400
h7386 17942.6 0.105 0.192 1.0 0.400
h7387 16658.7 0.183 0.000 1.0 0.400
h7388 16313.5 0.196 0.000 1.0 0.400
h7389 16381.9 0.073 0.040 1.0 0.400
h7390 15996.3 0.253 0.010 1.0 0.400
h7391 15191.8 0.297 0.025 1.0 0.400
h7392 14930.6 0.252 0.000 1.0 0.400
h7393 15800.1 0.287 0.068 1.0 0.400
h7394 15303.5 0.337 0.000 1.0 0.400
h7395 16717.5 0.015 0.005 1.0 0.400
h7396 16696.7 0.357 0.000 1.0 0.400
h7397 16883.4 0.253 0.058 1.0 0.400
h7398 18077.3 0.157 0.000 1.0 0.400
h7399 18592.6 0.170 0.000 1.0 0.400
h7400 18785.3 0.290 0.161 1.0 0.400
h7401 22403.4 0.108 0.351 1.0 0.400
h7402 21172.3 0.186 0.405 1.0 0.400
h7403 21523.5 0.146 0.501 1.0 0.400
h7404 21939.9 0.212 0.646 1.0 0.400
h7405 22298.3 0.192 0.663 1.0 0.400
h7406 20478.0 0.404 0.601 1.0 0.400
h7407 21432.3 0.323 0.500 1.0 0.400
h7408 20213.1 0.203 0.451 1.0 0.400
h7409 19125.1 0.167 0.315 1.0 0.400
h7410 19242.8 0.156 0.104 1.0 0.400
h7411 16818.4 0.176 0.093 1.0 0.400
h7412 17360.4 0.272 0.007 1.0 0.400
h7413 16748.8 0.257 0.001 1.0 0.400
h7414 15333.0 0.180 0.000 1.0 0.400
h7415 16572.4 0.311 0.000 1.0 0.400
h7416 15291.1 0.454 0.000 1.0 0.400
h7417 16042.7 0.309 0.006 1.0 0.400
h7418 15822.5 0.160 0.017 1.0 0.400
h7419 17404.5 0.298 0.000 1.0 0.400
h7420 19050.4 0.151 0.036 1.0 0.400
h7421 19747.7 0.200 0.000 1.0 0.400
h7422 19670.2 0.202 0.000 1.0 0.400
h7423 21265.6 0.069 0.030 1.0 0.400
h7424 21643.9 0.130 0.152 1.0 0.400
h7425 20726.1 0.233 0.357 1.0 0.400
h7426 22031.9 0.068 0.434 1.0 0.400
h7427 21206.3 0.332 0.572 1.0 0.400
h7428 23005.4 0.265 0.624 1.0 0.400
h7429 22801.1 0.357 0.562 1.0 0.400
h7430 21820.7 0.147 0.640 1.0 0.400
h7431 21501.7 0.141 0.564 1.0 0.400
h7432 20299.3 0.212 0.446 1.0 0.400
h7433 19011.0 0.000 0.319 1.0 0.400
h7434 18734.3 0.270 0.173 1.0 0.400
h7435 19048.6 0.392 0.000 1.0 0.400
h7436 16951.9 0.273 0.000 1.0 0.400
h7437 16190.0 0.298 0.006 1.0 0.400
h7438 16352.5 0.369 0.000 1.0 0.400
h7439 17552.8 0.360 0.001 1.0 0.400
h7440 17606.9 0.194 0.000 1.0 0.400
h7441 18485.8 0.259 0.003 1.0 0.400
h7442 16495.0 0.222 0.016 1.0 0.400
h7443 17154.7 0.173 0.014 1.0 0.400
h7444 17477.2 0.214 0.018 1.0 0.400
h7445 19681.7 0.309 0.000 1.0 0.400
h7446 17762.4 0.347 0.000 1.0 0.400
h7447 19752.4 0.194 0.026 1.0 0.400
h7448 19473.8 0.333 0.186 1.0 0.400
h7449 20925.5 0.265 0.349 1.0 0.400
h7450 21701.8 0.192 0.474 1.0 0.400
h7451 22134.7 0.055 0.552 1.0 0.400
h7452 21616.1 0.164 0.591 1.0 0.400
h7453 21152.4 0.240 0.647 1.0 0.400
h7454 21029.8 0.197 0.564 1.0 0.400
h7455 21013.5 0.278 0.540 1.0 0.400
h7456 20458.3 0.100 0.498 1.0 0.400
h7457 19424.3 0.350 0.300 1.0 0.400
h7458 18616.1 0.096 0.143 1.0 0.400
h7459 17751.2 0.187 0.002 1.0 0.400
h7460 17307.3 0.131 0.031 1.0 0.400
h7461 17776.3 0.302 0.011 1.0 0.400
h7462 14839.3 0.227 0.000 1.0 0.400
h7463 15703.5 0.158 0.000 1.0 0.400
h7464 14028.4 0.336 0.045 1.0 0.400
h7465 14566.3 0.225 0.065 1.0 0.400
h7466 15231.2 0.224 0.000 1.0 0.400
h7467 16403.9 0.331 0.021 1.0 0.400
h7468 17018.6 0.300 0.000 1.0 0.400
h7469 17193.2 0.148 0.000 1.0 0.400
h7470 19378.0 0.172 0.000 1.0 0.400
h7471 19367.3 0.308 0.001 1.0 0.400
h7472 20526.6 0.120 0.159 1.0 0.400
h7473 19869.6 0.173 0.344 1.0 0.400
h7474 20118.1 0.241 0.434 1.0 0.400
h7475 21626.7 0.090 0.531 1.0 0.400
h7476 21725.7 0.229 0.656 1.0 0.400
h7477 20825.4 0.200 0.628 1.0 0.400
h7478 21015.5 0.091 0.610 1.0 0.400
h7479 19450.4 0.248 0.484 1.0 0.400
h7480 19151.8 0.311 0.466 1.0 0.400
h7481 17392.9 0.129 0.371 1.0 0.400
h7482 17576.9 0.208 0.139 1.0 0.400
h7483 17261.2 0.166 0.000 1.0 0.400
h7484 14640.7 0.390 0.056 1.0 0.400
h7485 15797.7 0.251 0.006 1.0 0.400
